personId,firstName,lastName,birthDate,school,country,heightInches,bodyWeightLbs,guard,forward,center,draftYear,draftRound,draftNumber
76393,Fred,Christ,,,USA,,,True,False,False,-1.0,-1.0,-1.0
76394,Cal,Christensen,,,USA,,,False,True,False,1950.0,5.0,""
76395,Bob,Christian,,,USA,,,False,False,True,1969.0,8.0,109.0
1642353,Cam,Christie,,,,,,,,,,,
57,Doug,Christie,,,USA,,,True,True,False,1992.0,1.0,17.0
1631108,Max,Christie,,,,,,,,,,,
1962936270,Dionte,Christmas,,,"",,,"","","","","",""
202091,Dionte,Christmas,,,USA,,,"","","",-1.0,-1.0,-1.0
1626176,Rakeem,Christmas,,,USA,,,False,True,False,2015.0,2.0,36.0
203902,Semaj,Christon,,,USA,,,True,False,False,2014.0,2.0,55.0
1630528,Josh,Christopher,,,"",,,"","","","","",""
203565,Patrick,Christopher,,,USA,,,"","","",-1.0,-1.0,-1.0
101250,Adam,Chubb,,,"",,,"","","","","",""
42564,Alex,Chubrevich,,,"",,,"","","","","",""
43233,Alex,Chubrevich,,,"",,,False,False,False,"","",""
56086,Alex,Chubrevich,,,"",,,"","","","","",""
43215,Luis,Chupeta,,,"",,,"","","","","",""
928,Robert,Churchwell,,,USA,,,False,True,False,-1.0,-1.0,-1.0
538,Cinciarini,Cinciarini,,,"",,,"","","","","",""
1966938134,Lucas,Cipolini,,,"",,,"","","","","",""
1630619,Moussa,Cisse,,,,,,,,,,,
1631321,Sidy,Cissoko,,,,,,,,,,,
2439,Sam,Clancy,,,"",,,"","","","","",""
76397,Archie,Clark,,,USA,,,True,False,False,1966.0,4.0,37.0
76398,Carlos,Clark,,,USA,,,True,False,False,1983.0,4.0,91.0
40016,Daniel Mark,Clark,,,"",,,"","","","","",""
201947,Earl,Clark,,,USA,,,False,True,False,2009.0,1.0,14.0
1629109,Gary,Clark,,,USA,,,False,True,False,-22.0,-22.0,-22.0
203546,Ian,Clark,,,USA,,,True,False,False,-1.0,-1.0,-1.0
1641740,Jaylen,Clark,,,,,,,,,,,
1721,Keon,Clark,,,USA,,,False,True,True,1998.0,1.0,13.0
200858,Milone,Clark,,,"",,,"","","","","",""
1629634,Brandon,Clarke,,,,,,,,,,,
1626262,Coty,Clarke,,,USA,,,False,True,False,-1.0,-1.0,-1.0
203903,Jordan,Clarkson,,,,,,,,,,,
1628492,Gian,Clavell,,,Puerto Rico,,,True,False,False,-1.0,-1.0,-1.0
201964,Victor,Claver,,,Spain,,,False,False,False,2009.0,1.0,22.0
1127,Charles,Claxton,,,USA,,,False,False,True,1994.0,2.0,50.0
1629651,Nic,Claxton,,,,,,false,false,false,,,
2049,Speedy,Claxton,,,USA,,,True,False,False,2000.0,1.0,20.0
1642383,Walter,Clayton Jr.,,,,,,,,,,,
76402,Jim,Cleamons,,,USA,,,True,False,False,1971.0,1.0,13.0
2043,Mateen,Cleaves,,,USA,,,True,False,False,2000.0,1.0,14.0
76403,John,Clemens,,,USA,,,False,True,False,1965.0,3.0,19.0
1629598,Chris,Clemons,,,USA,,,True,False,False,-1.0,-1.0,-1.0
1628499,Antonius,Cleveland,,,USA,,,True,False,False,-22.0,-22.0,-22.0
196294102,Antonius,Cleveland,,,"",,,False,False,False,"","",""
1642888,Matthew,Cleveland,,,,,,,,,,,
1642363,Nique,Clifford,,,,,,,,,,,
76404,Nat,Clifton,,,USA,,,False,False,True,-1.0,-1.0,-1.0
1642270,Donovan,Clingan,,,,,,false,false,false,,,
76406,Bill,Closs,,,USA,,,False,True,False,-1.0,-1.0,-1.0
1569,Keith,Closs,,,USA,,,False,False,True,-1.0,-1.0,-1.0
1641730,Noah,Clowney,,,,,,,,,,,
76407,Paul,Cloyd,,,USA,,,True,False,False,1947.0,"",""
76408,Marion,Cluggish,,,USA,,,False,False,True,-1.0,-1.0,-1.0
76409,Ben,Clyde,,,USA,,,False,True,False,1974.0,5.0,89.0
203965,Justin,Cobbs,,,"",,,"","","","","",""
1629352,Jeffrey,Coby,,,"",,,"","","","","",""
1629599,Amir,Coffey,,,,,,,,,,,
76410,Richard,Coffey,,,USA,,,True,False,False,-1.0,-1.0,-1.0
76411,Fred,Cofield,,,USA,,,True,False,False,1985.0,4.0,73.0
56087,Bryan,Cohen,,,"",,,"","","","","",""
43188,Jake,Cohen,,,"",,,"","","","","",""
1966938155,David,Cohn,,,"",,,"","","","","",""
715,John,Coker,,,USA,,,"","","",-1.0,-1.0,-1.0
78655,John,Coker,,,"",,,"","","","","",""
196294141,Norris,Cole,,,"",,,False,False,False,"","",""
202708,Norris,Cole,,,USA,,,True,False,False,2011.0,1.0,28.0
76412,Ben,Coleman,,,USA,,,False,True,False,1984.0,2.0,37.0
934,Derrick,Coleman,,,USA,,,False,True,False,1990.0,1.0,1.0
76413,E.C.,Coleman,,,USA,,,False,True,False,1973.0,3.0,51.0
76414,Jack,Coleman,,,USA,,,False,True,False,1949.0,2.0,""
76415,Norris,Coleman,,,USA,,,False,True,False,1987.0,2.0,38.0
1630645,Matt,Coleman III,,,USA,,,False,False,False,-22.0,-22.0,-22.0
902,Bimbo,Coles,,,USA,,,True,False,False,1990.0,2.0,40.0
1642268,Isaiah,Collier,,,,,,,,,,,
2044,Jason,Collier,,,USA,,,False,False,True,2000.0,1.0,15.0
76416,Art,Collins,,,USA,,,True,False,False,1976.0,6.0,103.0
201653,Coleman,Collins,,,"",,,"","","","","",""
40089,DeJuan,Collins,,,"",,,"","","","","",""
76418,Don,Collins,,,USA,,,True,False,False,1980.0,1.0,18.0
76421,Doug,Collins,,,USA,,,True,False,False,1973.0,1.0,1.0
1530,James,Collins,,,USA,,,True,False,False,1997.0,2.0,36.0
2260,Jarron,Collins,,,USA,,,False,False,True,2001.0,2.0,52.0
2215,Jason,Collins,,,USA,,,False,False,True,2001.0,1.0,18.0
76419,Jimmy,Collins,,,USA,,,True,False,False,1970.0,1.0,11.0
1628381,John,Collins,,,,,,,,,,,
200776,Mardy,Collins,,,USA,,,True,False,False,2006.0,1.0,29.0
202395,Sherron,Collins,,,USA,,,True,False,False,-1.0,-1.0,-1.0
1641879,Yuri,Collins,,,"",,,"","","","","",""
1628380,Zach,Collins,,,,,,,,,,,
1627858,Kyle,Collinsworth,,,USA,,,True,False,False,2016.0,"",""
201954,Darren,Collison,,,USA,,,True,False,False,2009.0,1.0,21.0
2555,Nick,Collison,,,USA,,,False,True,True,2003.0,1.0,12.0
76422,Joe,Colone,,,USA,,,False,True,False,-1.0,-1.0,-1.0
1629045,Bonzie,Colson,,,USA,,,False,True,False,-1.0,-1.0,-1.0
2173,Sean,Colson,,,USA,,,True,False,False,-1.0,-1.0,-1.0
306,Steve,Colter,,,USA,,,True,False,False,1984.0,2.0,33.0
1628435,Chance,Comanche,,,USA,,,False,False,False,-22.0,-22.0,-22.0
76425,Leroy,Combs,,,USA,,,False,True,False,1983.0,2.0,26.0
76426,Dallas,Comegys,,,USA,,,False,False,True,1987.0,1.0,21.0
76427,Larry,Comley,,,USA,,,True,False,False,1961.0,10.0,91.0
1642022,George,Conditt IV,,,Puerto Rico,,,False,False,False,-22.0,-22.0,-22.0
76428,Gene,Conley,,,USA,,,False,False,True,1952.0,10.0,""
201144,Mike,Conley,,,,,,false,false,false,,,
76429,Ed,Conlin,,,USA,,,False,True,False,1955.0,1.0,5.0
55,Marty,Conlon,,,USA,,,False,False,True,-1.0,-1.0,-1.0
1626192,Pat,Connaughton,,,,,,,,,,,
76431,Lester,Conner,,,USA,,,True,False,False,1982.0,1.0,14.0
76432,Chuck,Connors,,,USA,,,False,True,False,-1.0,-1.0,-1.0
101215,Will,Conroy,,,USA,,,True,False,False,-1.0,-1.0,-1.0
76433,Anthony,Cook,,,USA,,,False,True,False,1989.0,1.0,24.0
76434,Bert,Cook,,,USA,,,True,False,False,-22.0,-22.0,-22.0
76438,Bobby,Cook,,,USA,,,True,False,False,1948.0,"",""
2567,Brian,Cook,,,USA,,,False,True,True,2003.0,1.0,24.0
201161,Daequan,Cook,,,USA,,,True,False,False,2007.0,1.0,21.0
76435,Darwin,Cook,,,USA,,,True,False,False,1980.0,4.0,70.0
1627765,Elgin,Cook,,,"",,,"","","","","",""
76436,Jeff,Cook,,,USA,,,False,True,False,1978.0,3.0,49.0
1630269,Keandre,Cook,,,USA,,,False,False,False,-22.0,-22.0,-22.0
76437,Norm,Cook,,,USA,,,False,True,False,1976.0,1.0,16.0
2241,Omar,Cook,,,USA,,,True,False,False,2001.0,2.0,31.0
56034,Omar,Cook,,,"",,,"","","","","",""
1626188,Quinn,Cook,,,USA,,,True,False,False,-1.0,-1.0,-1.0
1629076,Tyler,Cook,,,USA,,,False,True,False,-22.0,-22.0,-22.0
1628429,Charles,Cooke,,,USA,,,True,False,False,-1.0,-1.0,-1.0
76439,David,Cooke,,,USA,,,False,True,False,-1.0,-1.0,-1.0
1631451,Javonte,Cooke,,,,,,,,,,,
76440,Joe,Cooke,,,USA,,,True,False,False,1970.0,6.0,94.0
1627496,Derek,Cooke Jr.,,,"",,,"","","","","",""
1641645,Xavier,Cooks,,,Australia,,,False,True,False,-22.0,-22.0,-22.0
204022,Jack,Cooley,,,USA,,,False,True,True,-1.0,-1.0,-1.0
76442,Chuck,Cooper,,,USA,,,False,True,False,1950.0,2.0,""
1030,Duane,Cooper,,,USA,,,True,False,False,1992.0,2.0,36.0
76443,Joe,Cooper,,,USA,,,False,False,True,1981.0,5.0,95.0
76444,Michael,Cooper,,,USA,,,True,False,False,1978.0,3.0,60.0
1630536,Sharife,Cooper,,,,,,,,,,,
76441,Wayne,Cooper,,,USA,,,False,False,True,1978.0,2.0,40.0
76446,Tom,Copa,,,USA,,,False,True,False,-1.0,-1.0,-1.0
203142,Chris,Copeland,,,USA,,,False,True,False,-1.0,-1.0,-1.0
76447,Hollis,Copeland,,,USA,,,False,True,False,1978.0,3.0,46.0
76448,Lanard,Copeland,,,USA,,,False,True,False,-1.0,-1.0,-1.0
895,Tyrone,Corbin,,,USA,,,False,True,False,1985.0,2.0,35.0
76450,Chris,Corchiani,,,USA,,,True,False,False,1991.0,2.0,36.0
76451,Ken,Corley,,,USA,,,False,False,False,-22.0,-22.0,-22.0
76452,Ray,Corley,,,USA,,,True,False,False,1949.0,5.0,""
1627822,Petr,Cornelie,,,France,,,False,False,False,2016.0,2.0,53.0
1969,Peter,Cornell,,,"",,,"","","","","",""
76453,Dave,Corzine,,,USA,,,False,False,True,1978.0,1.0,18.0
76454,Larry,Costello,,,USA,,,True,False,False,1954.0,2.0,12.0
1627856,Matt,Costello,,,USA,,,False,True,True,-1.0,-1.0,-1.0
203955,Bryce,Cotton,,,USA,,,True,False,False,-1.0,-1.0,-1.0
76456,Jack,Cotton,,,USA,,,False,True,False,-1.0,-1.0,-1.0
1526,James,Cotton,,,USA,,,True,False,False,1997.0,2.0,32.0
76457,John,Coughran,,,USA,,,False,True,False,1973.0,5.0,74.0
1641731,Bilal,Coulibaly,,,,,,,,,,,
1641741,Ricky,Council IV,,,"",,,False,True,False,"","",""
76458,Mel,Counts,,,USA,,,False,False,True,1964.0,1.0,7.0
76459,Steve,Courtin,,,USA,,,True,False,False,1964.0,3.0,24.0
1432,Joe,Courtney,,,USA,,,False,True,False,-1.0,-1.0,-1.0
202408,Marcus,Cousin,,,USA,,,False,True,False,-1.0,-1.0,-1.0
202326,DeMarcus,Cousins,,,USA,,,False,False,True,2010.0,1.0,5.0
1627766,Isaiah,Cousins,,,"",,,"","","","","",""
1627902,Jaleel,Cousins,,,"",,,"","","","","",""
600003,Bob,Cousy,,,USA,,,True,False,False,1950.0,1.0,3.0
203496,Robert,Covington,,,USA,,,False,True,False,-1.0,-1.0,-1.0
1642907,Cedric,Coward,,,,,,,,,,,
76462,Dave,Cowens,,,USA,,,False,False,True,1970.0,1.0,4.0
76463,John,Cox,,,USA,,,True,False,False,1978.0,8.0,159.0
76464,Johnny,Cox,,,USA,,,True,False,False,1959.0,4.0,28.0
76465,Wesley,Cox,,,USA,,,False,True,False,1977.0,1.0,18.0
203459,Allen,Crabbe,,,USA,,,True,True,False,2013.0,2.0,31.0
203905,Aaron,Craft,,,"",,,"","","","","",""
1628470,Torrey,Craig,,,USA,,,False,True,False,-1.0,-1.0,-1.0
1544,Chris,Crawford,,,USA,,,False,True,False,1997.0,2.0,50.0
204039,Chris,Crawford,,,"",,,"","","","","",""
203990,Drew,Crawford,,,"",,,"","","","","",""
76466,Freddie,Crawford,,,USA,,,True,False,False,1964.0,4.0,26.0
1642384,Isaiah,Crawford,,,,,,,,,,,
2037,Jamal,Crawford,,,USA,,,True,False,False,2000.0,1.0,8.0
201621,Joe,Crawford,,,USA,,,True,False,False,2008.0,2.0,58.0
202348,Jordan,Crawford,,,USA,,,True,False,False,2010.0,1.0,27.0
1629156,Markel,Crawford,,,"",,,"","","","","",""
1628249,Mitchell,Creek,,,Australia,,,True,True,False,-1.0,-1.0,-1.0
76468,Jim,Creighton,,,USA,,,False,True,False,1972.0,3.0,40.0
64145,Kevin,Crescenzi,,,"",,,"","","","","",""
76469,Ron,Crevier,,,USA,,,False,False,True,1983.0,4.0,75.0
76470,Hal,Crisler,,,USA,,,False,True,False,-1.0,-1.0,-1.0
2343,Joe,Crispin,,,USA,,,True,False,False,-1.0,-1.0,-1.0
76471,Charlie,Criss,,,USA,,,True,False,False,-1.0,-1.0,-1.0
76472,Winston,Crite,,,USA,,,False,True,False,1987.0,3.0,53.0
201159,Javaris,Crittenton,,,USA,,,True,False,False,2007.0,1.0,19.0
76473,Dillard,Crocker,,,USA,,,False,True,False,-1.0,-1.0,-1.0
76474,Jeffrey,Crompton,,,USA,,,False,False,True,1978.0,4.0,70.0
76475,Terry,Crosby,,,USA,,,True,False,False,1979.0,3.0,62.0
1506,Austin,Croshere,,,USA,,,False,True,False,1997.0,1.0,12.0
76476,Jeff,Cross,,,USA,,,False,True,False,1984.0,3.0,61.0
76477,Pete,Cross,,,USA,,,False,False,True,1970.0,2.0,23.0
76478,Russell,Cross,,,USA,,,False,False,True,1983.0,1.0,6.0
76479,Francis,Crossin,,,USA,,,True,False,False,1947.0,1.0,6.0
180,John,Crotty,,,USA,,,True,False,False,-1.0,-1.0,-1.0
76481,Mark,Crow,,,USA,,,False,True,False,1977.0,6.0,111.0
76482,Corey,Crowder,,,USA,,,False,True,False,-1.0,-1.0,-1.0
203109,Jae,Crowder,,,"",,,"","","","","",""
1630622,Jalen,Crutcher,,,,,,,,,,,
1643018,LJ,Cryer,,,,,,,,,,,
42565,David,Cubillan,,,"",,,"","","","","",""
196294614,Martin,Cuello,,,"",,,"","","","","",""
1629633,Jarrett,Culver,,,USA,,,True,True,False,2019.0,1.0,6.0
1629600,Jarron,Cumberland,,,USA,,,True,False,False,-1.0,-1.0,-1.0
1962937920,Lochlan,Cummings,,,"",,,"","","","","",""
76483,Pat,Cummings,,,USA,,,False,False,True,1978.0,3.0,59.0
200555,TJ,Cummings,,,"",,,"","","","","",""
187,Terry,Cummings,,,USA,,,False,True,False,1982.0,1.0,2.0
1907,Vonteego,Cummings,,,USA,,,False,False,False,1999.0,1.0,26.0
1626270,Will,Cummings,,,"",,,"","","","","",""
76487,Billy,Cunningham,,,USA,,,False,True,False,1965.0,1.0,5.0
1630595,Cade,Cunningham,,,,,,false,false,false,,,
201967,Dante,Cunningham,,,USA,,,False,True,False,2009.0,2.0,33.0
76485,Dick,Cunningham,,,USA,,,False,False,True,1968.0,2.0,21.0
203099,Jared,Cunningham,,,USA,,,True,False,False,2012.0,1.0,24.0
1061,William,Cunningham,,,USA,,,False,False,True,-1.0,-1.0,-1.0
76488,Radisav,Curcic,,,Serbia,,,False,False,True,-1.0,-1.0,-1.0
76489,Armand,Cure,,,USA,,,False,True,False,-1.0,-1.0,-1.0
940,Earl,Cureton,,,USA,,,False,False,False,1979.0,3.0,58.0
223,Bill,Curley,,,USA,,,False,True,False,1994.0,1.0,22.0
76492,Fran,Curran,,,USA,,,True,False,False,-1.0,-1.0,-1.0
209,Dell,Curry,,,USA,,,True,True,False,1986.0,1.0,15.0
2201,Eddy,Curry,,,USA,,,False,False,True,2001.0,1.0,4.0
201191,JamesOn,Curry,,,USA,,,True,False,False,2007.0,2.0,51.0
688,Michael,Curry,,,USA,,,True,True,False,-1.0,-1.0,-1.0
203552,Seth,Curry,,,,,,,,,,,
201939,Stephen,Curry,,,,,,false,false,false,,,
687,Rastko,Cvetkovic,,,Serbia,,,False,False,True,-1.0,-1.0,-1.0
203589,Olek,Czyz,,,"",,,"","","","","",""
76505,Mike,D'Antoni,,,USA,,,True,False,False,1973.0,2.0,20.0
1642359,Pacome,Dadiet,,,,,,false,false,false,,,
76496,Ed,Dahler,,,USA,,,False,True,False,1950.0,2.0,""
76497,Quintin,Dailey,,,USA,,,True,False,False,1982.0,1.0,7.0
1643120,Dain,Dainja,,,,,,,,,,,
2223,Samuel,Dalembert,,,Haiti,,,False,False,True,2001.0,1.0,26.0
76498,Howie,Dallmar,,,USA,,,False,True,False,-1.0,-1.0,-1.0
1962937738,Sam,Daly,,,"",,,"","","","","",""
956,Erick,Dampier,,,USA,,,False,False,True,1996.0,1.0,10.0
76499,Lou,Dampier,,,USA,,,False,False,False,1967.0,4.0,38.0
76500,Bob,Dandridge,,,USA,,,False,True,False,1969.0,4.0,45.0
1966938204,Koperberg,Daniel,,,"",,,"","","","","",""
1498,Antonio,Daniels,,,USA,,,True,False,False,1997.0,1.0,4.0
1641915,Caleb,Daniels,,,USA,,,False,False,False,-22.0,-22.0,-22.0
202808,Chris,Daniels,,,"",,,"","","","","",""
196295307,Dash,Daniels,,,,,,,,,,,
1630700,Dyson,Daniels,,,,,,false,false,false,,,
2845,Erik,Daniels,,,USA,,,False,False,False,-22.0,-22.0,-22.0
1380,Lloyd,Daniels,,,USA,,,True,False,False,-1.0,-1.0,-1.0
2605,Marquis,Daniels,,,USA,,,False,True,False,-22.0,-22.0,-22.0
76502,Mel,Daniels,,,USA,,,False,False,True,1967.0,1.0,9.0
203584,Troy,Daniels,,,USA,,,True,False,False,-1.0,-1.0,-1.0
390,Sasha,Danilovic,,,Serbia,,,True,False,False,1992.0,2.0,43.0
1642368,N'Faly,Dante,,,,,,,,,,,
76504,Adrian,Dantley,,,USA,,,False,True,False,1976.0,1.0,6.0
76506,Henry,Darcey,,,USA,,,False,False,True,-1.0,-1.0,-1.0
76507,Jimmy,Darden,,,USA,,,True,False,False,1947.0,"",""
212,Yinka,Dare,,,USA,,,False,False,True,1994.0,1.0,14.0
76509,Jesse,Dark,,,USA,,,True,False,False,1974.0,2.0,32.0
196295062,Max,Darling,,,"",,,False,False,False,"","",""
1630268,Nate,Darling,,,"",,,"","","","","",""
76511,Jimmy,Darrow,,,USA,,,False,False,False,1960.0,5.0,38.0
41532,Vladimir,Dasic,,,"",,,"","","","","",""
203540,Gigi,Datome,,,Italy,,,False,True,False,-1.0,-1.0,-1.0
921,Brad,Daugherty,,,USA,,,False,False,True,1986.0,1.0,1.0
1600,Kornel,David,,,USA,,,False,True,False,-1.0,-1.0,-1.0
201176,Jermareo,Davidson,,,USA,,,False,True,False,2007.0,2.0,36.0
76514,Bob,Davies,,,USA,,,True,False,False,-1.0,-1.0,-1.0
203561,Brandon,Davies,,,USA,,,False,True,False,-1.0,-1.0,-1.0
203076,Anthony,Davis,,,,,,false,false,false,,,
213,Antonio,Davis,,,USA,,,False,True,True,1990.0,2.0,45.0
76515,Aubrey,Davis,,,USA,,,True,False,False,-1.0,-1.0,-1.0
1884,Baron,Davis,,,USA,,,True,False,False,1999.0,1.0,3.0
989,Ben,Davis,,,USA,,,False,True,False,1996.0,2.0,43.0
201834,Bennet,Davis,,,"",,,"","","","","",""
76538,Bill,Davis,,,USA,,,False,True,False,1968.0,12.0,160.0
76533,Bob,Davis,,,USA,,,False,True,False,1972.0,2.0,14.0
76516,Brad,Davis,,,USA,,,True,False,False,1977.0,1.0,15.0
76517,Brian,Davis,,,USA,,,False,True,False,1992.0,2.0,48.0
76518,Charlie,Davis,,,USA,,,False,True,False,1981.0,2.0,35.0
76519,Charlie,Davis,,,USA,,,True,False,False,1971.0,8.0,120.0
905,Dale,Davis,,,USA,,,False,True,True,1991.0,1.0,13.0
1627738,Deyonta,Davis,,,USA,,,False,False,False,2016.0,2.0,31.0
76521,Double D,Davis,,,USA,,,False,True,False,1972.0,1.0,3.0
202334,Ed,Davis,,,USA,,,False,True,True,2010.0,1.0,13.0
76522,Edward,Davis,,,USA,,,False,True,False,1972.0,7.0,113.0
1023,Emanual,Davis,,,USA,,,True,False,False,-1.0,-1.0,-1.0
201175,Glen,Davis,,,USA,,,False,True,True,2007.0,2.0,35.0
76523,Harry,Davis,,,USA,,,False,True,False,1978.0,2.0,33.0
93,Hubert,Davis,,,USA,,,True,False,False,1992.0,1.0,20.0
76524,James,Davis,,,USA,,,False,False,True,1954.0,6.0,52.0
76525,Jim,Davis,,,USA,,,False,False,True,1964.0,4.0,27.0
1631098,Johnny,Davis,,,"",,,"","","","","",""
76526,Johnny,Davis,,,USA,,,True,False,False,1976.0,2.0,22.0
1629860,Jon,Davis,,,"",,,"","","","","",""
201820,Josh,Davis,,,"",,,"","","","","",""
204027,Josh,Davis,,,"",,,"","","","","",""
2668,Josh,Davis,,,USA,,,False,True,False,-1.0,-1.0,-1.0
101225,Justin,Davis,,,"",,,"","","","","",""
1630660,Kendric,Davis,,,USA,,,False,False,False,-22.0,-22.0,-22.0
707,Mark,Davis,,,USA,,,True,True,False,1995.0,2.0,48.0
76528,Mark,Davis,,,USA,,,False,True,False,1985.0,4.0,79.0
76529,Mel,Davis,,,USA,,,False,True,False,1973.0,1.0,14.0
76530,Michael,Davis,,,USA,,,False,True,False,-1.0,-1.0,-1.0
76531,Mike,Davis,,,USA,,,True,False,False,1969.0,1.0,14.0
76520,Monti,Davis,,,USA,,,False,True,False,1980.0,1.0,21.0
200781,Paul,Davis,,,USA,,,False,False,True,2006.0,2.0,34.0
1642930,R.J.,Davis,,,,,,,,,,,
76532,Ralph,Davis,,,USA,,,True,False,False,1960.0,3.0,17.0
1729,Ricky,Davis,,,USA,,,True,False,False,1998.0,1.0,21.0
76534,Ron,Davis,,,USA,,,True,False,False,1976.0,5.0,70.0
1629056,Terence,Davis,,,,,,,,,,,
426,Terry,Davis,,,USA,,,False,True,True,-1.0,-1.0,-1.0
1629093,Tyler,Davis,,,USA,,,False,False,True,-1.0,-1.0,-1.0
76536,Walt,Davis,,,USA,,,False,False,True,1952.0,2.0,""
1453,Walter,Davis,,,USA,,,True,False,False,1977.0,1.0,5.0
196295065,Carlin,Davison,,,"",,,"","","","","",""
1631120,JD,Davison,,,,,,,,,,,
203958,Andre,Dawkins,,,USA,,,True,False,False,-1.0,-1.0,-1.0
76539,Darryl,Dawkins,,,USA,,,False,False,True,1975.0,1.0,5.0
1008,Johnny,Dawkins,,,USA,,,True,False,False,1986.0,1.0,10.0
76541,Paul,Dawkins,,,USA,,,False,True,False,1979.0,1.0,185.0
1626183,Branden,Dawson,,,USA,,,False,True,False,2015.0,2.0,56.0
201286,Eric,Dawson,,,USA,,,False,True,False,-1.0,-1.0,-1.0
1627873,Shawn,Dawson,,,"",,,"","","","","",""
76542,Tony,Dawson,,,USA,,,False,True,False,-22.0,-22.0,-22.0
103,Todd,Day,,,USA,,,"","","",1992.0,1.0,8.0
201948,Austin,Daye,,,USA,,,False,True,False,2009.0,1.0,15.0
76543,Darren,Daye,,,USA,,,False,True,False,1983.0,3.0,57.0
1630620,Darius,Days,,,USA,,,False,True,False,-1.0,-1.0,-1.0
201986,Nando,De Colo,,,France,,,True,False,False,2009.0,2.0,53.0
64062,Adris,De Leon,,,"",,,"","","","","",""
41548,Ignacio,De Miguel,,,"",,,"","","","","",""
1966938135,Jimmy,De Oliveira,,,"",,,False,True,False,"","",""
76545,Dave,DeBusschere,,,USA,,,False,True,False,1962.0,"",""
692,Andrew,DeClercq,,,USA,,,False,False,True,1995.0,2.0,34.0
1629602,Javin,DeLaurier,,,USA,,,False,False,True,-1.0,-1.0,-1.0
76551,Nate,DeLong,,,USA,,,False,False,True,1950.0,9.0,""
201942,DeMar,DeRozan,,,,,,false,false,false,,,
64004,Keron,DeShields,,,"",,,True,False,False,"","",""
76562,Hank,DeZonie,,,USA,,,False,True,False,-1.0,-1.0,-1.0
76544,Greg,Deane,,,USA,,,True,False,False,1979.0,4.0,67.0
201252,Willie,Deane,,,"",,,"","","","","",""
1962937922,Sunday,Dech,,,"",,,"","","","","",""
1962937933,Sunday,Dech,,,"",,,"","","","","",""
196294114,Sunday,Dech,,,"",,,False,False,False,"","",""
1630466,Gabriel,Deck,,,Argentina,,,False,True,False,-1.0,-1.0,-1.0
52607,Gabriel,Deck,,,"",,,False,False,False,"","",""
203473,Dewayne,Dedmon,,,USA,,,False,False,True,-1.0,-1.0,-1.0
76546,Archie,Dees,,,USA,,,False,True,False,1958.0,1.0,2.0
143,Terry,Dehere,,,USA,,,True,False,False,1993.0,1.0,13.0
76548,Red,Dehnert,,,USA,,,False,False,False,-22.0,-22.0,-22.0
1626214,Bryce,Dejean-Jones,,,USA,,,True,False,False,-1.0,-1.0,-1.0
1626155,Sam,Dekker,,,USA,,,False,True,False,2015.0,1.0,18.0
219,Vinny,Del Negro,,,USA,,,False,False,False,1988.0,2.0,29.0
196295482,Finn,Delaney,,,,,,false,false,false,,,
1966938181,Finn,Delaney,,,"",,,"","","","","",""
1627098,Malcolm,Delaney,,,USA,,,True,False,False,-1.0,-1.0,-1.0
196294603,Finn,Delany,,,"",,,"","","","","",""
64076,Finn,Delany,,,"",,,"","","","","",""
183,Bison,Dele,,,USA,,,False,True,True,1991.0,1.0,10.0
2568,Carlos,Delfino,,,Argentina,,,True,True,False,2003.0,1.0,25.0
1629116,Angel,Delgado,,,Dominican Republic,,,False,False,True,2018.0,"",""
202411,Richard,Delk,,,"",,,"","","","","",""
960,Tony,Delk,,,USA,,,True,False,False,1996.0,1.0,16.0
203521,Matthew,Dellavedova,,,Australia,,,True,False,False,-1.0,-1.0,-1.0
76552,Fennis,Dembo,,,USA,,,False,True,False,1988.0,2.0,30.0
76553,Larry,Demic,,,USA,,,False,True,False,1979.0,1.0,9.0
1642856,Egor,Demin,,,,,,,,,,,
196294531,Egor,Demin,,,"",,,"","","","","",""
1628610,Cody,Demps,,,"",,,"","","","","",""
725,Dell,Demps,,,USA,,,True,False,False,-1.0,-1.0,-1.0
76555,George,Dempsey,,,USA,,,True,False,False,1951.0,7.0,68.0
1627641,Deng,Deng,,,"",,,"","","","","",""
2736,Luol,Deng,,,United Kingdom,,,False,True,False,2004.0,1.0,7.0
64067,Majok,Deng,,,"",,,"","","","","",""
1966938128,Qunfei,Deng,,,"",,,"","","","","",""
76556,Kenny,Dennard,,,USA,,,False,True,False,1981.0,4.0,78.0
76557,Blaine,Denning,,,USA,,,True,False,False,1952.0,"",""
1641926,Dexter,Dennis,,,,,,,,,,,
1642484,RayJ,Dennis,,,,,,,,,,,
202417,Stephen,Dennis,,,"",,,"","","","","",""
202458,Justin,Dentmon,,,USA,,,True,False,False,-1.0,-1.0,-1.0
76558,Randy,Denton,,,USA,,,False,False,True,1971.0,4.0,61.0
196294604,Gui,Deodato,,,"",,,True,False,False,"","",""
76559,Rod,Derline,,,USA,,,True,False,False,1974.0,10.0,169.0
1629094,Marcus,Derrickson,,,USA,,,False,True,False,-1.0,-1.0,-1.0
76560,Dave,Deutsch,,,USA,,,True,False,False,1966.0,12.0,98.0
76561,Walter,Devlin,,,USA,,,True,False,False,1955.0,2.0,9.0
1631238,Michael,Devoe,,,USA,,,False,False,False,-22.0,-22.0,-22.0
76568,Ernie,DiGregorio,,,USA,,,True,False,False,1973.0,1.0,3.0
1628978,Donte,DiVincenzo,,,,,,false,false,false,,,
